Country Name,Country Code,Series Name,Series Code,2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
American Samoa,ASM,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Population density (people per sq. km of land area),EN.POP.DNST,278.795,278.335,278.565,278.955,279.06,278.705,278.1,277.325,..,..
American Samoa,ASM,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Rural population (% of total population),SP.RUR.TOTL.ZS,12.498,12.58,12.652,12.712,12.762,12.802,12.83,12.847,12.853,..
American Samoa,ASM,Scientific and technical journal articles,IP.JRN.ARTC.SC,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Rural population growth (annual %),SP.RUR.TOTL.ZG,0.172339551487759,0.486688621699895,0.654713411835794,0.608162542022292,0.436159678425524,0.182341028149158,0,-0.140232809406397,-0.238848023629824,..
American Samoa,ASM,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Urban population,SP.URB.TOTL,48790,48664,48664,48699,48689,48605,48484,48339,48203,..
American Samoa,ASM,Urban population growth (annual %),SP.URB.GROW,-0.678162579462031,-0.258583680934158,0,0.0718958978413483,-0.0205364111289766,-0.172672561249544,-0.249255966476673,-0.299515834872394,-0.281742847595643,..
American Samoa,ASM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,87.502,87.42,87.348,87.288,87.238,87.198,87.17,87.153,87.147,..
Andorra,AND,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,9.76589396595955,10.0469410419464,10.1121135056019,10.2764785289764,10.2527126669884,10.3241071105003,10.3205524384975,..,..,..
Andorra,AND,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,4013.91186523438,3857.1611328125,4107.73388671875,4346.25830078125,3695.06787109375,3843.70288085938,4040.78662109375,..,..,..
Andorra,AND,GDP per capita (constant LCU),NY.GDP.PCAP.KN,31070.9637360144,29998.1802079416,29526.0851264021,30861.9797255501,31786.9274845855,33270.6314604706,33514.110206361,34044.3601797263,34612.7919939851,..
Andorra,AND,GDP (constant LCU),NY.GDP.MKTP.KN,2602100000,2472660000,2384940000,2444670000,2479730000,2571720000,2580620000,2621620000,2670100000,..
Andorra,AND,Gini index (World Bank estimate),SI.POV.GINI,..,..,..,..,..,..,..,..,..,..
Andorra,AND,GNI (constant LCU),NY.GNP.MKTP.KN,..,..,..,..,..,..,..,..,..,..
Andorra,AND,GNI per capita (constant LCU),NY.GNP.PCAP.KN,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,..,..,..,..,4.0128,..,..,..,..,..
Andorra,AND,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Population density (people per sq. km of land area),EN.POP.DNST,178.185106382979,175.376595744681,171.859574468085,168.53829787234,165.98085106383,164.46170212766,163.831914893617,163.842553191489,..,..
Andorra,AND,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Rural population (% of total population),SP.RUR.TOTL.ZS,11.274,11.369,11.463,11.559,11.655,11.752,11.85,11.938,12.016,..
Andorra,AND,Scientific and technical journal articles,IP.JRN.ARTC.SC,0.91,3.58,5.26,4.18,8.08,7.99,2.01,3.6,..,..
Andorra,AND,Rural population growth (annual %),SP.RUR.TOTL.ZG,0,-0.754800798240844,-1.20237626757766,-1.11866493755898,-0.701449610002347,-0.0880281746984704,0.450327522524326,0.742442541306233,0.82331740120781,..
Andorra,AND,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Urban population,SP.URB.TOTL,74305,73056,71515,70057,68919,68213,67876,67813,67873,..
Andorra,AND,Urban population growth (annual %),SP.URB.GROW,-0.940319830382647,-1.69519738631477,-2.13190524405216,-2.0598021493967,-1.63772944347528,-1.02967394578401,-0.495265140972382,-0.092859413109399,0.0884394910466288,..
Andorra,AND,Urban population (% of total population),SP.URB.TOTL.IN.ZS,88.726,88.631,88.537,88.441,88.345,88.248,88.15,88.062,87.984,..
Angola,AGO,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..,..,..,..,..,..,..
Angola,AGO,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2.64560803771019,2.3957496508956,2.73282770067453,2.43412852287292,2.60579492896795,2.71314904093742,2.79150027781725,..,..,..
Angola,AGO,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,122.117797851563,122.242942810059,143.703216552734,131.751876831055,108.680671691895,95.2208023071289,114.45964050293,..,..,..
Angola,AGO,GDP per capita (constant LCU),NY.GDP.PCAP.KN,55865.7675321082,58495.0671323734,59250.8734929339,59973.6350743579,58493.0568478461,55090.9621965986,53212.4136542322,50465.5620611415,48430.4809711897,..
Angola,AGO,GDP (constant LCU),NY.GDP.MKTP.KN,1353105816900,1468690109400,1541457689600,1615796422000,1631042683000,1588960195700,1586621128400,1554831956300,1541314343900,..
Angola,AGO,Gini index (World Bank estimate),SI.POV.GINI,..,..,..,..,..,..,..,51.3,..,..
Angola,AGO,GNI (constant LCU),NY.GNP.MKTP.KN,1219754282054.07,1336966741402.74,1422748306038.34,1517816672479.37,1560273254405.59,1516209074269.22,1496030618591.09,1432976698527.92,..,..
Angola,AGO,GNI per capita (constant LCU),NY.GNP.PCAP.KN,50360.074072878,53248.7818850044,54687.8973468542,56336.9134784816,55955.0973860811,52568.6024223578,50174.171193689,46510.4760798842,..,..
Angola,AGO,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..,..,..,..,..,..
Angola,AGO,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,39.6,..,..
Angola,AGO,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,..,..,..,..,..,..,..,0.4075,..,..
Angola,AGO,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,38.4987273778226,39.0711524386427,39.6730340606104,40.1716967202886,39.6981401941404,39.2681018680787,38.8733836410621,38.515297744971,38.1972624789154,..
Angola,AGO,Population density (people per sq. km of land area),EN.POP.DNST,19.427818240154,20.1395131146226,20.8677147669848,21.6104748536135,22.3665524985963,23.1350637683484,23.9165380604797,24.7130520574316,..,..
Angola,AGO,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,23.3025101998661,23.938113419222,24.5980747069663,25.2001064963082,25.1868815018702,25.1900945840864,25.2051129117099,25.2329115687424,25.2778018239894,..
Angola,AGO,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,5644022,6010365,6399381,6789357,7023206,7265449,7515345,7774200,8044735,..
Angola,AGO,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,..,..,..,55.5,..,48.7999992370605,..,48.5999984741211,..,..
Angola,AGO,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..,..,..,22.8,..,..
Angola,AGO,Rural population (% of total population),SP.RUR.TOTL.ZS,39.472,38.732,37.998,37.269,36.554,35.851,35.161,34.486,33.823,..
Angola,AGO,Scientific and technical journal articles,IP.JRN.ARTC.SC,17.78,22.38,23.85,33.48,31.59,39.97,55.5,30.12,..,..
Angola,AGO,Rural population growth (annual %),SP.RUR.TOTL.ZG,1.76433701333347,1.70523644308075,1.63868741717953,1.56033294089657,1.50172422115888,1.43635388161136,1.37868797147526,1.33772918846896,1.30174248944402,..
Angola,AGO,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,0.03229,..,..,..,..
Angola,AGO,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,7.3621997833252,..,..,..,..,..,..,..,..,..
Angola,AGO,Urban population,SP.URB.TOTL,14660282,15383127,16130304,16900847,17691524,18502165,19332881,20184707,21061025,..
Angola,AGO,Urban population growth (annual %),SP.URB.GROW,4.87263031805783,4.81293271165339,4.74284794223048,4.66640001876355,4.57219158120625,4.48020974357746,4.39195727887042,4.31179134171658,4.24989375167502,..
Angola,AGO,Urban population (% of total population),SP.URB.TOTL.IN.ZS,60.528,61.268,62.002,62.731,63.446,64.149,64.839,65.514,66.177,..
Antigua and Barbuda,ATG,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.29601573944092,5.19106052815914,5.4170910269022,5.25245517492294,4.70175370573998,4.35729622840881,4.53353188931942,..,..,..
Antigua and Barbuda,ATG,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,631.977661132813,649.831420898438,660.613830566406,677.602905273438,639.582702636719,632.175354003906,673.859680175781,..,..,..
Antigua and Barbuda,ATG,GDP per capita (constant LCU),NY.GDP.PCAP.KN,30447.9401252619,31072.459600261,30512.1508807203,31312.4176227826,32161.3620332172,33584.584298666,34314.6521912267,36521.0934092184,37892.0488477934,..
Antigua and Barbuda,ATG,GDP (constant LCU),NY.GDP.MKTP.KN,2717570000,2809230000,2792350000,2898340000,3009210000,3174650000,3274510000,3516470000,3680000000,..
Antigua and Barbuda,ATG,Gini index (World Bank estimate),SI.POV.GINI,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,GNI (constant LCU),NY.GNP.MKTP.KN,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,GNI per capita (constant LCU),NY.GNP.PCAP.KN,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,2.1,..,3.9,3.8,..,..,..,..,..,..
Antigua and Barbuda,ATG,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,..,..,4.6011,4.6868,4.5085,4.4868,4.4969,4.5171,..,..
Antigua and Barbuda,ATG,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Population density (people per sq. km of land area),EN.POP.DNST,202.847727272727,205.475,207.990909090909,210.368181818182,212.65,214.834090909091,216.877272727273,218.831818181818,..,..
Antigua and Barbuda,ATG,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Rural population (% of total population),SP.RUR.TOTL.ZS,74.297,74.474,74.65,74.825,75,75.154,75.287,75.401,75.494,..
Antigua and Barbuda,ATG,Scientific and technical journal articles,IP.JRN.ARTC.SC,0.85,2.08,2.72,1.95,3.3,7.64,5.2,5.63,..,..
Antigua and Barbuda,ATG,Rural population growth (annual %),SP.RUR.TOTL.ZG,2.10457086861333,1.52498783780782,1.45378828418688,1.37089014651038,1.31103330830737,1.22793031040675,1.12260074261036,1.04955132530507,0.982744907203783,..
Antigua and Barbuda,ATG,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Urban population,SP.URB.TOTL,22941,23078,23199,23302,23392,23486,23583,23685,23800,..
Antigua and Barbuda,ATG,Urban population growth (annual %),SP.URB.GROW,-0.677703623382447,0.595408004227824,0.522939152253214,0.443001950274124,0.385488976961868,0.401041537552146,0.412161453683976,0.431582289598593,0.484364430171381,..
Antigua and Barbuda,ATG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,25.703,25.526,25.35,25.175,25,24.846,24.713,24.599,24.506,..
Argentina,ARG,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..,..,..,..,..,..,..
